method_key,method,checkpoint,checkpoint_step,checkpoint_label,scenario,motion_mode,threat_class,steps,raw_unsafe_rate,raw_safe_margin_unsafe_rate,raw_min_predicted_cpa,raw_min_predicted_ttc,action_norm,action_delta,no_response_rate
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,accel_decel,high,420,0.36666666666666664,0.4166666666666667,2.2079512063280813,2.0770616788282235,1.509830612511862,0.12771070866867723,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,accel_decel,low,312,0.2724358974358974,0.33974358974358976,2.3206502072668322,1.8236371787655787,1.510729322830836,0.10627981652037423,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,accel_decel,medium,675,0.24296296296296296,0.28,2.782984474418271,1.9940492683038578,1.447261316952882,0.11894458446858658,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,ar1_velocity,high,387,0.43410852713178294,0.4806201550387597,2.457724632280193,1.881779914079298,1.388527462783556,0.20014821367521196,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,ar1_velocity,low,367,0.24250681198910082,0.28065395095367845,2.9620024407693575,1.8420478155624904,1.4793278022747924,0.14004067723621547,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,ar1_velocity,medium,560,0.34464285714285714,0.3678571428571429,2.6715854519371143,1.5114961428086875,1.507871577143669,0.13367022294551134,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,crossing_or_sudden_threat,high,233,0.41201716738197425,0.44206008583690987,2.1262827027796933,2.1888052816482078,1.4042294554316435,0.18771041070746633,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,crossing_or_sudden_threat,low,190,0.1,0.10526315789473684,4.1149542802062475,1.6264298962143506,1.2597200199961662,0.16331052641433322,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,crossing_or_sudden_threat,medium,272,0.15073529411764705,0.16176470588235295,3.6401581563028125,2.0572505047002227,1.3045498550705172,0.17888050355181537,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,linear,high,261,0.5632183908045977,0.5977011494252874,1.8952721467349138,1.8139269414764012,1.5108348718091447,0.17164401272561586,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,linear,low,206,0.10194174757281553,0.1262135922330097,4.019870906236392,1.2620190259252186,1.3773977268957398,0.16181974915914166,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,linear,medium,298,0.348993288590604,0.3724832214765101,2.7635061552383995,1.4651530132398187,1.419550899541218,0.14181001329030404,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,sinusoidal_lateral,high,453,0.41721854304635764,0.4613686534216336,2.258434072847192,2.1560618917778243,1.4761181422416738,0.16545651486132162,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,sinusoidal_lateral,low,385,0.22077922077922077,0.2857142857142857,2.9633518258545113,1.2221751463411012,1.5080558961862094,0.14570623023508045,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_density,sinusoidal_lateral,medium,556,0.34532374100719426,0.37949640287769787,2.804928485489209,1.6141058653084546,1.4595023951620507,0.16682346842231618,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,accel_decel,high,658,0.22644376899696048,0.2750759878419453,3.023787757912389,1.8284941919365085,1.4652130757784045,0.13316192707304467,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,accel_decel,low,161,0.19254658385093168,0.2111801242236025,3.1314559897916934,1.2756677769535378,1.3592105004357995,0.18660621748230657,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,accel_decel,medium,566,0.19257950530035337,0.27385159010600707,2.8568364402226605,1.4301851105618582,1.4661594031661644,0.17637933450076373,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,ar1_velocity,high,733,0.38335607094133695,0.42155525238744884,2.3591543586622437,1.6838822976234131,1.4932557677832339,0.13373638385345227,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,ar1_velocity,low,235,0.2978723404255319,0.34893617021276596,2.575246424497442,1.2850975053152074,1.369165754571874,0.25569919068168134,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,ar1_velocity,medium,559,0.24865831842576028,0.3148479427549195,2.814241912822807,1.223315380671904,1.4496019693201472,0.1585858844671305,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,crossing_or_sudden_threat,high,173,0.2658959537572254,0.2774566473988439,3.126175263868322,1.8457078437117145,1.403329522623492,0.1601976654626903,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,crossing_or_sudden_threat,low,57,0.2631578947368421,0.45614035087719296,2.268117635135065,2.0434712448759154,1.3157739602682883,0.23712351276098112,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,crossing_or_sudden_threat,medium,198,0.29797979797979796,0.30808080808080807,2.822095509533855,1.6545818025526982,1.3239078235746635,0.2016349376151056,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,linear,high,333,0.3153153153153153,0.33933933933933935,2.633304810029099,1.9764964046349116,1.5117501548460655,0.13538272245353586,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,linear,low,135,0.1111111111111111,0.24444444444444444,2.933099259601699,1.2340818612104305,1.4699416761045103,0.19748378724411683,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,linear,medium,386,0.2823834196891192,0.33678756476683935,2.69589225816573,1.138529277232785,1.4119507624077674,0.1890250314232155,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,sinusoidal_lateral,high,637,0.29984301412872844,0.3328100470957614,2.860222379580503,1.8849692100343975,1.4520496730714616,0.13933704202787095,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,sinusoidal_lateral,low,181,0.27071823204419887,0.3370165745856354,2.5017090918642895,1.4318250704607407,1.4238093806564478,0.22243383128803162,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_speed,sinusoidal_lateral,medium,556,0.23741007194244604,0.29676258992805754,2.9391668207437576,1.5424684737525338,1.4313256671156387,0.16162166346543763,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,accel_decel,high,661,0.21331316187594554,0.22844175491679275,3.398029014516098,1.7365235050238486,1.4064712620448778,0.1449039974492945,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,accel_decel,low,140,0.38571428571428573,0.44285714285714284,2.26363753048437,1.785890763380682,1.3958562435848372,0.15091881706778493,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,accel_decel,medium,441,0.15873015873015872,0.19727891156462585,3.3378224240250614,1.616388030843979,1.4402153054737992,0.12343407153677778,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,ar1_velocity,high,816,0.5073529411764706,0.5330882352941176,2.2026189586088316,2.0456020188042388,1.5024673570604885,0.14957865509410007,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,ar1_velocity,low,214,0.2336448598130841,0.2757009345794392,3.005556042654283,1.7830491416212042,1.4077472530792807,0.11405283158697258,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,ar1_velocity,medium,396,0.2222222222222222,0.2297979797979798,3.6948193012762607,1.3711611259855812,1.4449544692167429,0.12054739656925467,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,crossing_or_sudden_threat,high,359,0.233983286908078,0.28969359331476324,3.041388797132729,1.7697442280695075,1.3796658603095742,0.20760318509518352,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,crossing_or_sudden_threat,low,25,0.28,0.36,2.0996477764844896,2.393220382010948,1.3642169713974,0.18527007706463336,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,crossing_or_sudden_threat,medium,229,0.37117903930131,0.4279475982532751,2.3699394253455712,2.098798056647018,1.3186781591203014,0.182235964883005,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,linear,high,552,0.33695652173913043,0.34782608695652173,3.5633905129566235,1.6361880175792138,1.4284139642950848,0.14743787261144514,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,linear,low,114,0.06140350877192982,0.09649122807017543,3.873801674105619,1.103083384373864,1.4317834562899774,0.1413046094106935,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,linear,medium,284,0.4154929577464789,0.45774647887323944,2.778107766157121,1.737824581304855,1.428090171599892,0.16773145992971275,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,sinusoidal_lateral,high,700,0.32,0.34714285714285714,3.237651299791926,1.6831028316834815,1.4194663784120765,0.14871930731077945,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,sinusoidal_lateral,low,157,0.17834394904458598,0.24203821656050956,2.8071961957178297,1.4560282074381017,1.511246515876928,0.18425721148396754,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_high_threat,sinusoidal_lateral,medium,529,0.24574669187145556,0.28166351606805295,3.1868996442346664,1.5174094694614002,1.467216683696033,0.1454181089867012,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,accel_decel,high,506,0.3241106719367589,0.36363636363636365,2.906161600315259,1.9210530219306663,1.5227668612842031,0.10345619304193986,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,accel_decel,low,231,0.16883116883116883,0.1774891774891775,3.4122297999598246,2.2040458822680002,1.4751167890829442,0.1251958319957638,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,accel_decel,medium,626,0.3402555910543131,0.36261980830670926,2.661438499104708,2.243118442814808,1.4597713939916974,0.12400783543599941,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,ar1_velocity,high,392,0.45918367346938777,0.5025510204081632,2.6455093956058273,2.143816528185109,1.479644898591297,0.13919098218261472,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,ar1_velocity,low,338,0.09467455621301775,0.10059171597633136,4.218566763785133,1.8442760648156558,1.4069885128348536,0.11989608980555462,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,ar1_velocity,medium,443,0.29571106094808125,0.309255079006772,3.395175060239446,2.1383245817761893,1.5530292171791498,0.09656222861546089,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,crossing_or_sudden_threat,high,143,0.27972027972027974,0.2867132867132867,3.1659519400291303,2.0720190159311054,1.4816354229733661,0.1299667441761577,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,crossing_or_sudden_threat,low,31,0.06451612903225806,0.06451612903225806,5.654980845989719,2.437999906441936,1.1995327664959816,0.19355047776574089,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,crossing_or_sudden_threat,medium,304,0.10197368421052631,0.11513157894736842,3.3041433546152947,2.327032086880528,1.3770373649895191,0.11793305708852131,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,linear,high,278,0.420863309352518,0.4676258992805755,3.1097750306299474,1.9768261132705174,1.5011894961269638,0.1151728217469917,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,linear,low,345,0.09855072463768116,0.1072463768115942,4.353092948598382,1.4763151195196194,1.4065903992756554,0.12349286419137016,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,linear,medium,357,0.4005602240896359,0.4173669467787115,3.0261073177719506,1.7714882222751063,1.5135851668439158,0.13966395951421404,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,sinusoidal_lateral,high,511,0.2759295499021526,0.2974559686888454,3.4438910850472046,1.824872611216174,1.513879389445609,0.12009552821112385,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,sinusoidal_lateral,low,353,0.141643059490085,0.17563739376770537,3.7987376675774835,1.8024142314219853,1.4738949432589177,0.12287012766650944,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_id,sinusoidal_lateral,medium,486,0.3436213991769547,0.3683127572016461,3.289926331050487,1.747302073508637,1.49203176710586,0.14477838204364932,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,accel_decel,high,635,0.231496062992126,0.2614173228346457,3.140991680032948,1.85162956706936,1.4562983442948558,0.13564068748447017,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,accel_decel,low,165,0.2545454545454545,0.2727272727272727,3.2421161913058976,1.7183831427355292,1.3884847095518402,0.17446132996542887,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,accel_decel,medium,540,0.29444444444444445,0.35,3.0450809998425905,1.6374254191785496,1.4415927405710574,0.13872256772765132,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,ar1_velocity,high,668,0.41317365269461076,0.4565868263473054,2.379562102814097,2.1396835739264253,1.5039380809325658,0.13742556291127656,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,ar1_velocity,low,241,0.3817427385892116,0.43983402489626555,2.388031962414246,1.6418814122224927,1.5806190744969855,0.0877936805571387,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,ar1_velocity,medium,543,0.23941068139963168,0.26519337016574585,3.1108434659177626,1.6886189740944617,1.4701449598835756,0.13685652445727345,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,crossing_or_sudden_threat,high,397,0.2947103274559194,0.3350125944584383,2.8434738711867733,1.7612306722218456,1.3848528380057674,0.14911704454852517,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,crossing_or_sudden_threat,low,173,0.2023121387283237,0.21965317919075145,2.9154030014733876,1.589825139938853,1.424146248081516,0.1290970289772861,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,crossing_or_sudden_threat,medium,368,0.29891304347826086,0.33152173913043476,2.756305212691191,2.023489749982712,1.4130942965655222,0.1472437268935407,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,linear,high,175,0.4057142857142857,0.45714285714285713,2.758859163453536,1.9554566043347887,1.4672930346216475,0.14409328304763352,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,linear,low,36,0.5,0.75,1.1751742959022522,1.4752907995515088,1.4055884554982185,0.18345724480847517,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,linear,medium,75,0.3333333333333333,0.4533333333333333,2.385729882270098,1.8099148332083272,1.5795118363698324,0.08122319743037223,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,sinusoidal_lateral,high,588,0.33843537414965985,0.3673469387755102,2.7181638866852253,1.7158578409033522,1.5047485799509652,0.1483671897325386,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,sinusoidal_lateral,low,284,0.15492957746478872,0.18661971830985916,3.670051639304418,1.3020744056721776,1.4652310851174342,0.14897135307218776,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_mixed_ood,sinusoidal_lateral,medium,449,0.35412026726057905,0.38084632516703787,2.8914309588963847,1.645083305746196,1.420696164425338,0.18160529844960682,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_sudden_threat,accel_decel,high,629,0.1907790143084261,0.1987281399046105,3.2178288451742953,2.173552563521846,1.4450618775830928,0.10359004634433976,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_sudden_threat,accel_decel,low,110,0.35454545454545455,0.4,2.0611739055676894,2.001848232856447,1.4295554196292704,0.19712690261764113,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_sudden_threat,accel_decel,medium,340,0.32941176470588235,0.34705882352941175,3.0626020070206486,1.5766128469248144,1.362560829125783,0.1510222831809455,0.0
attention_full,attention_full_1500k,attention_full_1500k,1500000,attention_full_1500k,eval_flow_sudden_threat,ar1_velocity,high,735,0.3741496598639456,0.4013605442176871,2.8445042119089035,1.947699201508212,1.4907818519744744,0.1482290810354206,0.0
